0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-645.8807373046875,72.61963653564453,0.8413053154945374,16.399446487426758,10.241591453552246,0.6539009809494019,-4.328001976013184,-4.258931636810303,-14.575823783874512,-3.8062846660614014,1.0224218368530273,-4.042665481567383,2.519601821899414,-4.9722466468811035,0.5664470195770264,1.0355271100997925,-5.4164509773254395,-2.4494688510894775,-1.7823060750961304,-1.2128058671951294,male_neutral
-438.5478922850336,29.950811813428654,8.65200452017894,9.107078058588465,5.849424884551867,0.3519291954397885,-3.2181690035146535,-6.394145346309081,-8.782038153379881,-6.2774833799909,-2.1384116236966992,-1.836701169563064,-2.1795287545436843,-2.195317375386623,-0.7410923524549069,-0.45405042796872547,-3.341487162625827,-2.901316363899251,-0.553421013866085,-3.026560753834638,male_neutral
-712.5540771484375,70.98269653320312,-0.730810284614563,16.81583023071289,7.990942478179932,-0.8220503330230713,-6.391444683074951,-6.146833419799805,-15.97561264038086,-0.31374263763427734,0.838875949382782,-3.398211717605591,2.348454713821411,-6.031177520751953,1.242807388305664,-1.8372447490692139,-5.671287536621094,-3.115945816040039,-1.0718519687652588,-4.964333534240723,male_neutral
-634.6632690429688,72.32406616210938,-2.99857759475708,20.209739685058594,10.674217224121094,-1.151011347770691,-2.813591957092285,-7.923955917358398,-16.231958389282227,-2.627546787261963,0.37907204031944275,-4.167823314666748,0.7193049788475037,-4.954943656921387,-0.6882537603378296,0.11442737281322479,-6.475232124328613,-1.6957119703292847,-2.899728775024414,0.37774530053138733,male_neutral
-417.34038310960597,24.645433028040955,9.085327407358985,9.340099757433451,4.920417217870597,-0.05188898659132154,-1.7780083007673038,-6.288975039932354,-8.067319401954343,-5.438086801495857,-2.569797943691689,-2.46807594508705,-1.4469806408887338,-1.7225576919597274,-1.297100338516042,-0.8696273332657042,-3.39118425600051,-2.73461660928838,-0.4171628337360754,-2.1111921177797037,male_neutral
-692.2263793945312,67.23941040039062,-6.645550727844238,22.06254005432129,7.517065525054932,-2.1493048667907715,-4.368231773376465,-11.2229585647583,-16.96427345275879,-0.4430568516254425,-0.870566189289093,-3.623047113418579,-0.08100993186235428,-6.008799076080322,-1.7040945291519165,-4.224587440490723,-8.337987899780273,-3.0356693267822266,-2.3403515815734863,-3.114912509918213,male_neutral
-643.28564453125,74.26226806640625,-1.2282557487487793,16.24231719970703,5.608829975128174,0.25030574202537537,-4.0342535972595215,-8.218330383300781,-14.60380744934082,-5.804610729217529,-0.18763139843940735,-4.506180763244629,1.6560765504837036,-5.158418655395508,-3.1693527698516846,0.7284932136535645,-6.893910884857178,-4.407824993133545,-0.1798957884311676,-0.1317671537399292,male_neutral
-387.10643564082454,21.812992643634775,9.50870544492521,8.125283777475376,1.86756192766762,-0.01602412685661825,-2.4006376010812325,-6.539451736068961,-7.673891355859,-5.910692584421503,-1.931839542128063,-0.7573473836256243,-0.16266344909104347,-1.9661186139308404,-1.7134456738415569,-0.7313915168130566,-2.4155724787730515,-2.914304749226026,0.25409644492363254,-0.8845627115469055,male_neutral
-698.1273193359375,72.26192474365234,-2.856940507888794,17.13538932800293,2.6179144382476807,-1.9130054712295532,-6.573897838592529,-9.975706100463867,-16.274169921875,-4.069005966186523,-0.5391970872879028,-4.2235002517700195,0.46775659918785095,-6.620670795440674,-0.9823464751243591,-0.9095609784126282,-8.44354248046875,-4.206308364868164,-0.8409855961799622,-3.9039502143859863,male_neutral
-644.6244506835938,69.160400390625,3.0030055046081543,16.580228805541992,7.867352485656738,2.5872960090637207,-2.231727123260498,-8.238157272338867,-12.929442405700684,-4.918890953063965,0.32895442843437195,-2.7688543796539307,0.12460731714963913,-4.272061824798584,-2.5891504287719727,1.3291689157485962,-6.167824745178223,-2.926605463027954,-0.2828924357891083,-0.7173904776573181,male_neutral
-416.2880495049069,23.144852439862532,10.073935900482839,9.60731850380246,3.4158386972354227,0.5787836414184012,-1.9989150182451767,-6.635631307191134,-7.560790631503157,-4.2755461915702835,-1.9954125509378553,-1.156629738836977,-1.5517362915045876,-2.202517821762836,-1.6993844953137365,-0.5599823775531244,-3.789413041416759,-3.751670067001001,-0.28440852939587336,-2.251078378193218,male_neutral
-702.2422485351562,66.25572967529297,0.8892607688903809,16.43926429748535,5.048789024353027,1.631902813911438,-5.160680770874023,-10.956950187683105,-12.924917221069336,-2.2993435859680176,1.1457350254058838,-2.1087074279785156,-0.9719563722610474,-5.717314720153809,-1.7400712966918945,-1.2502278089523315,-7.392965316772461,0.5025684237480164,0.9914872050285339,-3.1666066646575928,male_neutral
-652.4137573242188,87.08631134033203,3.265244960784912,20.345897674560547,10.62033462524414,1.8314584493637085,-5.369884967803955,-6.077727794647217,-14.500923156738281,-7.413846015930176,0.9151504039764404,-4.914879322052002,0.3471533954143524,-5.06101655960083,-0.9133541584014893,1.917914628982544,-8.004940032958984,-1.25740647315979,-1.9020211696624756,-2.380317211151123,male_neutral
-459.62176763364937,29.403422496219697,12.298228714955053,10.224977951857637,5.409525661424563,1.3932601988119757,-2.8415401966105267,-5.600266849933583,-7.250355548245073,-6.042431168896797,-2.277730540850785,-2.2018065403767935,-1.8464355640377237,-1.9786054094371655,-0.9379687037493076,-0.8786786191446896,-3.9443036812160006,-2.26647662713388,-1.24336543265418,-3.0999445494122644,male_neutral
-707.051025390625,83.24938201904297,0.4594523012638092,20.639280319213867,7.944713115692139,0.9613343477249146,-8.270767211914062,-9.075140953063965,-17.509654998779297,-5.696988582611084,-0.03185724467039108,-6.004410743713379,-1.229196310043335,-6.112631797790527,-0.5315439701080322,-2.9513518810272217,-8.397111892700195,-0.804427981376648,-2.798201560974121,-3.9111223220825195,male_neutral
-633.328369140625,96.06848907470703,2.855801582336426,15.840636253356934,13.752721786499023,1.283403992652893,-6.629964351654053,-6.9324727058410645,-12.148276329040527,-7.123586177825928,2.381340503692627,-3.58321213722229,-0.42929720878601074,-5.174849987030029,-2.439229965209961,1.4105573892593384,-7.267388343811035,-3.2558014392852783,-1.2680224180221558,-2.1629743576049805,male_neutral
-455.3248419001472,33.80800509673285,14.719847300568809,10.878792897110635,7.3762417462541645,2.1519774277388457,-3.375248290751927,-5.93914038716466,-6.397414490286225,-4.992265946090828,-1.3068182657846774,-1.3767954231117645,-1.137704766457534,-1.71028882094577,-1.316270118941874,-1.269176513192357,-4.315409370581841,-2.3883932960427208,-0.20694770674385765,-2.5637347031788273,male_neutral
-695.6151733398438,94.66374969482422,-0.0845438614487648,15.21657657623291,9.898173332214355,-0.25235745310783386,-8.928092002868652,-8.744390487670898,-14.214638710021973,-5.480813980102539,0.3926202952861786,-4.377365589141846,-1.2490274906158447,-6.221067905426025,-1.9165377616882324,-2.502269744873047,-9.757848739624023,-2.055842161178589,-1.6752521991729736,-5.295305252075195,male_neutral
